코드,원료명,공급사,단가,원산지,포장단위,분류,기능성,규격,비고
SRC21-0330,야채혼합농축분말(20종),(미지정),17000,,,일반식품,N,해찬솔푸드,
SRC21-0331,야채혼합농축분말(27종야채),(미지정),23000,,,일반식품,N,해찬솔푸드,
SRC21-0332,야채혼합분말(과일),(미지정),84000,미국,25,일반식품,N,하이베이스,
SRC21-0333,양배추농축분말,(미지정),32000,국산,,일반식품,N,김혜성과장,
SRC21-0334,양배추농축액,(미지정),24000,국산,20,일반식품,N,해찬솔푸드hcs-6647(국산 양배추100%),
SRC21-0335,양배추농축액,(미지정),19000,,25,일반식품,N,하이베이스,
SRC21-0337,양배추분말(살균),(미지정),22000,국산,25,일반식품,N,김혜성과장,
SRC21-0338,양배추즙농축액,(미지정),20000,,20,일반식품,N,해찬솔 20브릭스 (고형분4.5%)97.4% 올리고당2.6%,
SRC21-0339,양태반,(미지정),180000,호주,10,일반식품,N,95%,
SRC21-0340,어골칼슘,(미지정),38000,프랑스,,일반식품,N,,
SRC21-0341,에리스트롤,(미지정),6500,중국,25,일반식품,N,하이베이스,
SRC21-0342,에리스트롤결정,(미지정),9000,프랑스,20,일반식품,N,태성,
SRC21-0343,에리스트롤결정,(미지정),11500,미국,20,일반식품,N,태성,
SRC21-0344,에리스트롤분말,(미지정),17500,미국,20,일반식품,N,태성,
SRC21-0345,엘라스틴,(미지정),380000,프랑스,5,일반식품,N,,
SRC21-0346,엘라스틴가수분해물,(미지정),260000,미국,20,일반식품,N,최준호과장230627,
SRC21-0347,엠씨티(MCT)오일,(미지정),16000,말레이시아,,일반식품,N,,
SRC21-0348,엠케이7,(미지정),2000000,,,일반식품,N,1.3%분말 선일에프엔씨,포장원문: 2023-03-03
SRC21-0349,여주분말,(미지정),48000,국산,20,일반식품,N,살균,
SRC21-0350,여주분말(유기농),(미지정),40000,,,일반식품,N,이주옥실장 010-7300-1088,
SRC21-0351,여주추추분말,(미지정),31000,국산,20,일반식품,N,덱스트린30%,
SRC21-0352,여주추출물분말,(미지정),50000,인도,25,일반식품,N,,
SRC21-0353,오르니틴염산염,(미지정),150000,국산,,일반식품,N,,
SRC21-0354,오메가3(식물성)(알티지),(미지정),79000,프랑스,190,일반식품,N,초임계/70%,
SRC21-0355,오메가3(동물성)알티지,(미지정),50000,캐나다,,일반식품,N,60%(김부장),
SRC21-0356,오메가3(식물성)(알티지),솔루텍스,270000,스웨덴,190,건기식,Y,75%,"12/23/덤핑가15.8원 / 식물성 단가 낮아지고 있슴 / 온제품8천~9천 정상가11,000"
SRC21-0357,오메가3(식물성)(알티지),솔루텍스,250000,,,일반식품,N,65%,
SRC21-0358,오메가3(알티지)(동물성),(미지정),21500,노르웨이,,일반식품,N,하이베이스(50%),
SRC21-0359,오메가3(알티지)(동물성),(미지정),82000,노르웨이,,일반식품,N,하이베이스(70%),
SRC21-0360,오메가3(알티지)(동물성),(미지정),160000,독일,190,일반식품,N,80%오엔컴퍼니,
SRC21-0361,오메가3(알티지)(동물성),솔루텍스,160000,,190,일반식품,N,80%(김부사장님),
SRC21-0362,오메가3(알티지)(동물성),(미지정),90000,네덜란드,190,일반식품,N,70%,
SRC21-0363,오메가3(정제어유분말),(미지정),65000,독일,20,일반식품,N,DHA10%(하이베이스),
SRC21-0364,오메가3(정제유분말),(미지정),46000,,10,일반식품,N,DHA7%+EPA1%(하이베이스),
SRC21-0366,옥수수수염,(미지정),42000,,,일반식품,N,,
SRC21-0367,옥수수수염추출분말,(미지정),25000,,,일반식품,N,해찬솔푸드,
SRC21-0368,옥수수추출분말,(미지정),15000,,20,일반식품,N,해찬솔푸드,
SRC21-0369,옥타코사놀,(미지정),720000,독일,,일반식품,N,60%,
SRC21-0370,올리브오일,(미지정),11000,,20,일반식품,N,,
SRC21-0371,올리브오일,(미지정),9000,스페인,18,일반식품,N,하이베이스,
SRC21-0372,와일드망고추출분말,(미지정),34000,,25,일반식품,N,,
SRC21-0373,유근피추출분말,(미지정),75000,,20,일반식품,N,,
SRC21-0374,유기농알파미분,(미지정),13000,,15,일반식품,N,,
SRC21-0375,유단백추출물(MBP),(미지정),26000,,20,일반식품,N,담원인터내셔널(COA)있슴,
SRC21-0376,유산균,메디오젠,540000,,,일반식품,N,2000억,
SRC21-0377,유산균(가세리유산균엘2),메디오젠,170000,,1,일반식품,N,100억cfg/g,
SRC21-0378,"유산균(고초균,당화균)(subtillus)",(미지정),55000,,,일반식품,N,10억cfg/g,
SRC21-0379,유산균(국내산구강유산균),(미지정),1200000,,,일반식품,N,2000억(메디오젠특허2종류)(10억보장),규격원문: 2023-09-07
SRC21-0380,유산균(낙산균)(글스트리움부틸리콤미야이리2),(미지정),600000,,,일반식품,N,2000억/g,
SRC21-0381,유산균(다니스코),(미지정),650000,,,일반식품,N,2000억,
SRC21-0382,유산균(당화균),(미지정),45000,,,일반식품,N,10억cfg/g,
SRC21-0383,유산균(대만산구강유산균),(미지정),1500000,대만,,일반식품,N,,
SRC21-0384,유산균(디글루GLU70),(미지정),120000,,,일반식품,N,특허(글루텐분해+장내염증개선(글루텐에의한)),규격원문: 글루텐1kg / 포장원문: 유산균1.5g~2g
SRC21-0385,유산균(디글루MB0601),(미지정),120000,,,일반식품,N,특허(분해+소화도움),
SRC21-0386,유산균(디아이(DI)(8종혼합유산균),메디오젠,570000,,,일반식품,N,2400억,"포장원문: 1,5"
SRC21-0387,유산균(락토바실러스 애시도 필루스),(미지정),290000,,1,일반식품,N,메디오젠500억cfg,
SRC21-0388,유산균(락토바실러스 카제이),(미지정),500000,,1,일반식품,N,메디오젠2000억,
SRC21-0389,유산균(락토바실러스람노서스GG,(미지정),1600000,,,일반식품,N,다니스코(듀퐁사)3500억CFG,
SRC21-0390,유산균(락토바실러스람노서스GG,(미지정),480000,국산,,일반식품,N,2000억 CFG,
SRC21-0391,유산균(락토바실러스코오귤런스),(미지정),470000,,,일반식품,N,1000억/CFg,
SRC21-0392,유산균(락토바실러스파라카제이),(미지정),1500000,,,일반식품,N,4000억,
SRC21-0393,유산균(락토바실러스플란타룸),(미지정),490000,,,일반식품,N,메디오젠2000억/cfg,
SRC21-0394,유산균대사산물(락토바실러스플란터럼),메디오젠,320000,,1,일반식품,N,배양산물1000억,
SRC21-0395,유산균(루테리),(미지정),400000,,,일반식품,N,1000억cfg,
SRC21-0396,유산균(루테리)(엘2),(미지정),140000,,,일반식품,N,100억cfg/g,
SRC21-0397,유산균(루테리)10,(미지정),45000,,,일반식품,N,10억cfg/g,
SRC21-0398,유산균(미야리균)(낙산균),(미지정),500000,,1,일반식품,N,2억cfg/g,
SRC21-0399,유산균(보울라디유산균),(미지정),280000,,,일반식품,N,200억cfg.g,
SRC21-0401,유산균(비피도박테리움 브레브),(미지정),390000,,5,일반식품,N,바른에프피 500억/cfg,
SRC21-0402,유산균(비피도박테리움 애니멀리스 락티스),(미지정),340000,,5,일반식품,N,바른에프피 1000억/cfg,
SRC21-0403,유산균(비피도박테리움락티스분말),에스제이디,470000,,,일반식품,N,1000억,
SRC21-0404,유산균(비피도박테리움락티스분말),듀퐁산,2200000,,,일반식품,N,에스제이디(5000억),
SRC21-0405,유산균(비피도박테리움롱검분발,(미지정),450000,,,일반식품,N,1000억,
SRC21-0406,유산균(비피도박테리움비피덤),(미지정),170000,,,일반식품,N,100억cfg/g,
SRC21-0407,유산균(알러지),(미지정),1300000,,,일반식품,N,4000억/cfg,
SRC21-0408,"유산균(비염,면역)",(미지정),1500000,,,일반식품,N,1000억CFG/g,
SRC21-0409,유산균(엔테코커스페슘분말),(미지정),510000,,,일반식품,N,2000억,
SRC21-0410,유산균(질유산균8종VL8),(미지정),890000,,,일반식품,N,"2000cfg/g 특허(비건인증3종)(Lacto,rhamnose gm020,acidophilus GMNL185",
SRC21-0411,유산균(퍼맨텀)(엘2),메디오젠,150000,,,일반식품,N,100억cfg/g,
SRC21-0412,유산균(퍼맨텀)20,메디오젠,50000,,,일반식품,N,20억cfg/g,
SRC21-0413,유산균(항비만유산균 10종혼합유산균F2200),(미지정),1800000,,,일반식품,N,2200억/cfg,
SRC21-0414,유산균(혼합분말)(17종),(미지정),340000,,,일반식품,N,1000억,
SRC21-0415,유산균대사산물(디글루MB1),(미지정),130000,,,일반식품,N,,
SRC21-0416,유산균대사산물(디글루MB2),(미지정),130000,,,일반식품,N,특허(장내염증개선),
SRC21-0417,유산균사균체(구강용),(미지정),150000,,,일반식품,N,,
SRC21-0418,유자과즙분말,(미지정),29000,국산,,일반식품,N,해찬솔푸드,
SRC21-0419,유자과즙분말,(미지정),28000,국산,,일반식품,N,하이베이스,
SRC21-0420,은행잎추출물,(미지정),180000,미국,25,일반식품,N,24%,
SRC21-0421,이노시돌,(미지정),75000,미국,25,일반식품,N,하이베이스,
SRC21-0422,이노시톨,(미지정),50000,독일,25,일반식품,N,태성,
SRC21-0423,이노시톨(미오),(미지정),52000,중국,25,일반식품,N,선일에프앤씨,
SRC21-0424,이노시톨(미오),(미지정),75000,미국,,일반식품,N,하이베이스,
SRC21-0425,이눌린치커리,(미지정),8500,벨기에,,일반식품,N,,
SRC21-0426,이산화규소,(미지정),5500,,,일반식품,N,공장,
SRC21-0427,이소말트,(미지정),5800,,20,일반식품,N,,
SRC21-0428,이토시톨,(미지정),45000,중국,25,일반식품,N,태성,
SRC21-0429,인디언구스베리분말,(미지정),170000,인도,25,일반식품,N,50%비타민C,
SRC21-0430,인디언구스베리분말,(미지정),90000,인도,,일반식품,N,하이베이스(50%),
SRC21-0431,인삼농축액분말(6년근),(미지정),350000,,,일반식품,N,(Rg1+Rb1%+인삼근70%+인삼미30%)15mg,
SRC21-0432,자당지방에스테르S-370,(미지정),34000,일본,,일반식품,N,하이베이스,
SRC21-0433,자일리톨,(미지정),7500,중국,,일반식품,N,,
SRC21-0434,작두콩추출분말,(미지정),30000,,100,일반식품,N,,
SRC21-0435,잔탄검,(미지정),11500,중국,25,일반식품,N,하이베이스,
SRC21-0436,잔탄검,(미지정),20000,오스트리아,20,일반식품,N,하이베이스,
SRC21-0437,전칠삼(개별인정형),(미지정),390000,,5,일반식품,N,,
SRC21-0438,적포도농축액,(미지정),6400,,25,일반식품,N,해찬솔(본부장님),
SRC21-0439,정제소금,(미지정),4000,,,일반식품,N,,
SRC21-0440,정제포도당,(미지정),1700,,,일반식품,N,,
SRC21-0441,주석산수소콜린,(미지정),55000,,25,일반식품,N,태성,
SRC21-0442,쥐오줌풀(발레리안),(미지정),135000,이탈리아,25,일반식품,N,,
SRC21-0443,차전자피분말,(미지정),17000,,,일반식품,N,90%,
SRC21-0444,차전자피분말,(미지정),22000,,,일반식품,N,80%,인상통보
SRC21-0445,차전자피분말,(미지정),9000,인도,,일반식품,N,하이베이스75%,
SRC21-0446,차전자피분말,(미지정),16000,인도,,일반식품,N,엘본79%,포장원문: 건식
SRC21-0447,차즈기추출분말,(미지정),16000,국산,,일반식품,N,해찬솔푸드,
SRC21-0448,차즈기추출분말,(미지정),18000,국산,,일반식품,N,엘본에이치앤비,
SRC21-0449,천마농축분말(고형분10%),(미지정),20000,,,일반식품,N,하이베이스(일반식품),규격원문: 20(100MOQ)
SRC21-0450,천마농축분말(일반),(미지정),24000,,20,일반식품,N,일본에이치앤비,
SRC21-0451,천마복합추출물(개별인정형),(미지정),350000,,10,일반식품,N,하이베이스,
SRC21-0452,철(락토바실러스불가리쿠스),(미지정),350000,미국,5,일반식품,N,10%,
SRC21-0453,철(젓산철),(미지정),29000,,25,일반식품,N,,
SRC21-0454,청포도과즙분말,(미지정),22000,미국,20,일반식품,N,하이베이스,
SRC21-0455,청포도농축분말,(미지정),15000,,,일반식품,N,해찬솔푸드,
SRC21-0457,초록잎홍합분말,(미지정),63000,,,일반식품,N,,
SRC21-0458,초유분말,(미지정),50000,미국,,일반식품,N,igG10%,
SRC21-0459,초유분말,(미지정),85000,미국,,일반식품,N,igG20%,
SRC21-0460,초코향분말,(미지정),23000,,10,일반식품,N,새롬비앤에프,
SRC21-0461,초코향분말,(미지정),30500,,10,일반식품,N,해찬솔푸드,
SRC21-0462,치자추출물,(미지정),23000,중국,,일반식품,N,,
SRC21-0463,치자추출물,(미지정),25000,국산,,일반식품,N,,
SRC21-0464,침향,개성상인,85000,,,일반식품,N,살균비포하,
SRC21-0465,침향,(미지정),140000,,,일반식품,N,살균비별도,
SRC21-0466,침향(개성상인),(미지정),85000,,,일반식품,N,,
SRC21-0467,카나우바왁스,(미지정),30000,,25,일반식품,N,최준호과장230525,
SRC21-0468,카르니틴,(미지정),50000,중국,,일반식품,N,,
SRC21-0469,카르니틴(L),(미지정),50000,중국,25,일반식품,N,,
SRC21-0470,카무카무분말,(미지정),35000,페루,10,일반식품,N,,
SRC21-0471,칼슘(구연산),(미지정),17000,미국,,일반식품,N,하이베이스(21%),
SRC21-0472,"칼슘(밀크,유청)파우더",(미지정),18000,덴마크,,일반식품,N,하이베이스,일자원문: 본부장님
SRC21-0473,"칼슘(밀크,유청)파우더",(미지정),19000,독일,,일반식품,N,하이베이스,일자원문: 본부장님
SRC21-0474,칼슘(밀크칼슘),(미지정),20000,뉴질랜드,,일반식품,N,태성(28%),
SRC21-0475,칼슘(밀크칼슘),(미지정),17000,독일,,일반식품,N,태성(27%),
SRC21-0476,"칼슘(밀크,유청)파우더",(미지정),21000,뉴질랜드,,일반식품,N,하이베이스,
SRC21-0477,칼슘(산호),(미지정),20000,미국,,일반식품,N,32%,
SRC21-0478,칼슘(산호),(미지정),24000,미국,,일반식품,N,35%,
SRC21-0479,칼슘(어골),(미지정),38000,미국,,일반식품,N,25%,
SRC21-0480,칼슘(탄산),(미지정),2500,일본,,일반식품,N,,포장원문: 40%
SRC21-0481,칼슘(해조),(미지정),9500,프랑스,,일반식품,N,,
SRC21-0482,칼슘(해조)아쿠아민,(미지정),11000,영국,,일반식품,N,,포장원문: 32%
SRC21-0483,커큐민분말,(미지정),150000,,25,일반식품,N,커큐민20%수용성,
SRC21-0484,코엔자임Q10,(미지정),850000,미국,,일반식품,N,95%,
SRC21-0485,코엔자임Q10,(미지정),830000,인도,,일반식품,N,99%,
SRC21-0486,코엔자임Q10,(미지정),770000,중국,5,일반식품,N,,
SRC21-0487,코코넛오일,(미지정),22000,필리핀,190,일반식품,N,하이베이스,
SRC21-0488,코코아분발,(미지정),9000,,25,일반식품,N,새롬비앤에프,
SRC21-0489,코코아분발,(미지정),8800,,,일반식품,N,,
SRC21-0490,콘드로이친Q(콘드로이친20%),(미지정),53000,,,일반식품,N,상어연골함량6%,
SRC21-0491,콘드로이친S(콘드로이친10%),(미지정),48000,,,일반식품,N,상어연골분말함량3%,
SRC21-0492,콜라겐(당근),(미지정),70000,,,일반식품,N,500Da 당근10%,
SRC21-0493,콜라겐(비변성2형),(미지정),7700000,일본,,일반식품,N,2형콜라겐40%,
SRC21-0494,콜라겐(어린피쉬),(미지정),36000,,,일반식품,N,1000달톤,
SRC21-0495,콜라겐(어린피쉬),(미지정),46000,캐나다,,일반식품,N,300달톤이하,
SRC21-0496,콜라겐(피쉬),(미지정),24000,대만,,일반식품,N,,
SRC21-0497,콜라겐(피쉬),(미지정),38000,베트남,,일반식품,N,300달톤,
SRC21-0498,콜라겐(피쉬),(미지정),29000,,,일반식품,N,500달톤,
SRC21-0499,콜라겐(피쉬),(미지정),28000,국산,,일반식품,N,1000달톤,
SRC21-0500,콜라겐분말,(미지정),40000,프랑스,,일반식품,N,천달톤,
SRC21-0501,콜라겐분말,(미지정),32000,이탈리아,,일반식품,N,1천~3000달톤,
SRC21-0502,콜레우스포스콜리추출물,(미지정),290000,인도,,일반식품,N,13%,
SRC21-0503,콜레우스포스콜리추출물(식품),하이베이스,20000,중국,20,일반식품,N,고형차 100%,
SRC21-0504,콜레우스포스콜리추출물(포슬린),(미지정),300000,,,건기식,Y,10~12%,500mg/day / 체지방감소도움
SRC21-0505,콤부차,(미지정),25000,,,일반식품,N,,
SRC21-0506,퀘르세틴,백중,340000,독일,5,일반식품,N,95%,부가세별도
SRC21-0507,퀘르세틴,(미지정),280000,인도,,일반식품,N,,
SRC21-0508,크레아틴,(미지정),34000,중국,25,일반식품,N,,
SRC21-0509,키토산,(미지정),45000,중국,,일반식품,N,,
SRC21-0510,타우린,(미지정),6500,중국,,일반식품,N,,
SRC21-0511,타트체리농축액,(미지정),4800,터키,265,일반식품,N,65브릭스,
SRC21-0512,타트체리농축액,(미지정),6800,터키,20,일반식품,N,65브릭스,
SRC21-0513,타트체리분말,(미지정),30000,터키,20,일반식품,N,,
SRC21-0514,탄산수소나트륨,(미지정),1650,,,일반식품,N,,
SRC21-0515,탈지대두,(미지정),2000,,,일반식품,N,하이베이스,규격원문: 원산지별 2000대
SRC21-0516,터,(미지정),30000,터키,,일반식품,N,,
SRC21-0517,테아닌,(미지정),100000,중국,,일반식품,N,,
SRC21-0519,토마토추분말,(미지정),15000,칠레,,일반식품,N,해찬솔,
SRC21-0520,토마토추출분말(건식원료)(액상),(미지정),600000,이스라엘,,일반식품,N,6%,
SRC21-0521,토마토추출분말(건식원료)(액상),(미지정),350000,인도,,일반식품,N,6%,
SRC21-0522,토코페롤(DA),(미지정),93000,프랑스,1,일반식품,N,,
SRC21-0523,토코페롤(포도씨유),(미지정),6500,스페인,18,일반식품,N,,
SRC21-0524,트리불러스,(미지정),42000,인도,25,일반식품,N,하이베이스,
SRC21-0525,트립토판,(미지정),28000,중국,,일반식품,N,,포장원문: 2022-11-08
SRC21-0526,트립토판,(미지정),260000,미국,25,일반식품,N,,
SRC21-0527,트립토판,(미지정),190000,일본,50,일반식품,N,,
SRC21-0528,파인애플추풀분말,(미지정),85000,,10,일반식품,N,,
SRC21-0529,판크레아틴,(미지정),220000,중국,,일반식품,N,,
SRC21-0530,판토텐산칼슘,(미지정),108000,영국,1,일반식품,N,하이베이스,
SRC21-0531,펙틴,(미지정),27000,,,일반식품,N,,
SRC21-0532,포도씨오일,(미지정),7000,스페인,18,일반식품,N,하이베이스,
SRC21-0533,포도씨유,(미지정),7500,스페인,,일반식품,N,태성,
SRC21-0534,포도씨유추출물,(미지정),90000,,,일반식품,N,,
SRC21-0535,포도씨유추출물,(미지정),200000,스웨덴,,일반식품,N,,
SRC21-0536,포도씨추출분말,(미지정),44000,,25,일반식품,N,선일F&C,
SRC21-0537,포스파티딜세린분말,(미지정),660000,미국,5,일반식품,N,70%,
SRC21-0538,포스파티딜세린분말,(미지정),500000,인도,,일반식품,N,70%(본부장님),일자원문: 370000 / 포장원문: 2023-06-29
SRC21-0539,폴리감마글루탐산,(미지정),400000,대만,,일반식품,N,김헤성,
SRC21-0540,표고버섯균사체,(미지정),90000,,,일반식품,N,하이베이스,규격원문: 건식원료
SRC21-0541,푸룬농축분말,(미지정),19000,,20,일반식품,N,sr-1586,
SRC21-0542,프락토올리고당,(미지정),8000,중국,,일반식품,N,,
SRC21-0543,프로테아제,(미지정),42000,,,일반식품,N,"17,000유닛/g",
SRC21-0544,프로테아제(파파인)(식물성),(미지정),50000,국산,,일반식품,N,4600PU/mg 100%,
SRC21-0545,프로폴리스,(미지정),90000,호주,,일반식품,N,8%,
SRC21-0546,프로폴리스,(미지정),420000,브라질,5,일반식품,N,8%,
SRC21-0547,프롤린,(미지정),33000,중국,25,일반식품,N,,
SRC21-0548,핑거루트 추출분말(개별인정형),(미지정),330000,,,일반식품,N,"600mg/day(자외선 피부손방 ,체지방,피부보습)",
SRC21-0549,핑커루트추출물 일반식품,(미지정),13000,중국,,일반식품,N,하이베이스,
SRC21-0550,한속단추출분말,(미지정),90000,,20,일반식품,N,hr-1883,
SRC21-0551,해송박추출물분말,(미지정),1550000,,1,일반식품,N,,
SRC21-0552,해조칼슘,(미지정),10000,,20,일반식품,N,32%,
SRC21-0553,햄프씨드분말,(미지정),30000,,,일반식품,N,,
SRC21-0554,헛개나무열매 일반분말,바이오케어,36500,국산,20,일반식품,N,,
SRC21-0555,헛개나무열매 일반분말,바이오케어,14500,중국,20,일반식품,N,,
SRC21-0556,헛개나무열매농축액,(미지정),78000,,,일반식품,N,100%,규격원문: 60브릭스
SRC21-0557,헛개나무열매 일반분말,하이베이스,23000,중국,20,일반식품,N,,
SRC21-0558,헛개나무일반분말,(미지정),15000,,,일반식품,N,,
SRC21-0559,헛개나무일반분말,(미지정),15200,국산,,일반식품,N,바이오케어,
SRC21-0560,헤마토코쿠스추출물,(미지정),1450000,독일,,일반식품,N,10%,
SRC21-0561,헤마토코코스추출물,(미지정),19000,중국,,일반식품,N,기타가공품(0.1%),
SRC21-0562,헴철,(미지정),135000,덴마크,,일반식품,N,하이베이스(불용성 1%),
SRC21-0563,헴철,(미지정),220000,덴마크,,일반식품,N,하이베이스(2%),
SRC21-0564,현미발효소분말,(미지정),53000,,10,일반식품,N,"성분: 현미81.3(국산),탈지대두분말8.13(인도),쌀겨4.065(국산),밀기울4.065,분리대두단백분말1.626,효모추출물0.814",
SRC21-0565,호로파추출분말,(미지정),29000,중국,20,일반식품,N,,
SRC21-0566,혼합탈지분유,(미지정),7200,,25,일반식품,N,,
SRC21-0567,홉스 추출물분말,(미지정),110000,독일,30,일반식품,N,,
SRC21-0568,홍경천추출물,(미지정),380000,이탈리아,,일반식품,N,2%,
SRC21-0569,홍국,(미지정),170000,미국,5,일반식품,N,태성 모나콜린3%,
SRC21-0570,홍국,(미지정),270000,인도,25,일반식품,N,모나콜린5%,
SRC21-0571,홍삼농축액,(미지정),170000,,20,일반식품,N,4년근 4mg,
SRC21-0572,홍삼농축액(6년근),(미지정),210000,,20,일반식품,N,현대바이오랜드,
SRC21-0573,홍삼농축액분말(4년근),(미지정),310000,,5,일반식품,N,현대바이오랜드,
SRC21-0574,홍삼농축액분말(6년근),(미지정),330000,,5,일반식품,N,현대바이오랜드,
SRC21-0575,홍삼엑기스(HCS-7130),(미지정),9000,,20,일반식품,N,"해찬솔(저당,홍삼농축액(홍삼100%국산)5%",
SRC21-0576,홍차추출분말(얼그레이),(미지정),16000,스리랑카,20,일반식품,N,,
SRC21-0577,홍차추출분말(우바),(미지정),45000,스리랑카,20,일반식품,N,,
SRC21-0578,홍화씨분말,(미지정),18000,국산,20,일반식품,N,,
SRC21-0579,화이트토마토추출농축분말,(미지정),340000,미국,5,일반식품,N,하이베이스,
SRC21-0580,활성엽산,(미지정),27500,이탈리아,300,일반식품,N,g단위 엽산54%,
SRC21-0581,회화나무열매추출분말,(미지정),160000,인도,25,일반식품,N,하이베이스(건기식),
SRC21-0582,회화나무열매추출분말,(미지정),15000,중국,25,일반식품,N,하이베이스,
SRC21-0583,회화나무열매추출분말,(미지정),140000,인도,,일반식품,N,하이베이스,포장원문: 건식원료25
SRC21-0584,회화나무추출분말,(미지정),110000,인도,25,일반식품,N,10%,
SRC21-0585,효모추출물(L-글루타치온50%),(미지정),210000,중국,20,일반식품,N,태성,
SRC21-0586,효소분말(15곡),(미지정),60000,,,일반식품,N,,
SRC21-0587,효소분말(6곡),(미지정),55000,,,일반식품,N,,
SRC21-0588,효소분말(현미),(미지정),60000,,2.5,일반식품,N,,
SRC21-0589,효소분말(현미),(미지정),52000,,,일반식품,N,,
SRC21-0590,효소처리스테비아,(미지정),44000,,,일반식품,N,,
